result_code,PRMS Result Code,Year,PRMS Short Title,Type,Result Status,Top 10 Innovations,In PRMS (for Top 10),Innovation Short Name,Cluster,Program,2025 ballpark USD investments - CG Bilaterals,2025 ballpark USD investments - Lead CG Science Program,2025 ballpark USD investments - Partner co-investment,2026 estimated pooled USD need for lead Science Program,2027 estimated pooled USD need for lead Science Program,input_text
9886,9273.0,2023.0,Adoption of pig and cattle artificial insemination by smallholder livestock,Innovation use,Quality Assessed,,,,,,,,,,,Adoption of pig and cattle artificial insemination by smallholder livestock
9897,9284.0,2023.0,Deep Learning based Realtime Unmanned Aerial Vehicle (UAV) Detection for,Innovation development,Quality Assessed,,,,,,,,,,,Deep Learning based Realtime Unmanned Aerial Vehicle (UAV) Detection for
9903,9290.0,2023.0,"Farmers in Senegal received weather forecasts, nutrition, and climate resilience",Innovation use,Quality Assessed,,,,,,,,,,,"Farmers in Senegal received weather forecasts, nutrition, and climate resilience"
9905,9292.0,2023.0,Climate-smart maps and adaptation plans (CS-MAPS) approach adopted by another,Innovation use,Quality Assessed,,,,,,,,,,,Climate-smart maps and adaptation plans (CS-MAPS) approach adopted by another
9917,9304.0,2023.0,Zambia Drought Management System (ZADMS) Platform launched and used by,Innovation use,Quality Assessed,,,,,,,,,,,Zambia Drought Management System (ZADMS) Platform launched and used by
9921,9308.0,2023.0,Adoption of improved forages by smallholder livestock keepers in Northwest,Innovation use,Quality Assessed,,,,,,,,,,,Adoption of improved forages by smallholder livestock keepers in Northwest
9940,9327.0,2023.0,4 million livestock farmers in mixed systems in Kenya enhance,Innovation use,Quality Assessed,,,,,,,,,,,4 million livestock farmers in mixed systems in Kenya enhance
9947,9334.0,2023.0,IPM approaches to manage Fusarium wilt TR4 infected farms of,Innovation development,Quality Assessed,,,,,,,,,,,IPM approaches to manage Fusarium wilt TR4 infected farms of
9954,9341.0,2023.0,Coordinating the CGIAR Ontologies Community of Practice to support semantic,Innovation development,Quality Assessed,,,,,,,,,,,Coordinating the CGIAR Ontologies Community of Practice to support semantic
Non PRMS 1,,,SmartPack for small ruminant value-chain transformation in Ethiopia (Barbara/Aynalem),Innovation use,,True,No,SmartPack for small ruminant value-chain transformation in Ethiopia (Barbara/Aynalem),Small Ruminant Health Innovations,Sustainable Animal and Aquatic Foods , , SAAF, , , ,SmartPack for small ruminant value-chain transformation in Ethiopia (Barbara/Aynalem)
Non PRMS 10,,,"Leveraging positive norms, local philosophies, and masculinities for equity in livestock systems.",Innovation development,,True,No,"Leveraging positive norms, local philosophies, and masculinities for equity in livestock systems.",Empowering Women in Agrifood Systems,Gender,,GENDER Accelerator,SAAF,100000,100000,"Leveraging positive norms, local philosophies, and masculinities for equity in livestock systems."
Non PRMS 11,,,Gender Transformative Research Methods- and Tools-box (GTRM-toolbox),Innovation development,,True,No,Gender Transformative Research Methods- and Tools-box (GTRM-toolbox),Empowering Women in Agrifood Systems,Gender,30000,30000, ,100000,100000,Gender Transformative Research Methods- and Tools-box (GTRM-toolbox)
Non PRMS 12,,,Pro-WEAI add-on module to measure empowerment in climate contexts,Innovation development,,True,No,Pro-WEAI add-on module to measure empowerment in climate contexts,Empowering Women in Agrifood Systems,Gender,115000,150000,,150000,150000,Pro-WEAI add-on module to measure empowerment in climate contexts
Non PRMS 13,,,WEAGov individual level survey tool,Innovation development,,True,No,WEAGov individual level survey tool,Empowering Women in Agrifood Systems,Gender,,70000,,100000,130000,WEAGov individual level survey tool
Non PRMS 14,,,"Feed pellet mechanized production based on locally availably by products from landscape adopetd, supported, and scaled by goverment agencies at country level",Innovation use,,True,No,"Feed pellet mechanized production based on locally availably by products from landscape adopetd, supported, and scaled by goverment agencies at country level",Sustainable Livestock Farming Innovations,Multifunctional Landscapes ,10000,2000,1000,1000,1000,"Feed pellet mechanized production based on locally availably by products from landscape adopetd, supported, and scaled by goverment agencies at country level"
Non PRMS 15,,,Farmer (Village)-based seed enterprises,Innovation use,,True,No,Farmer (Village)-based seed enterprises,Innovative Seed Production Strategies,Breeding for Tomorrow,,,,,,Farmer (Village)-based seed enterprises
Non PRMS 16,,,"Framework for seed system analysis, vareital adoption and impacts",Innovation use,,True,No,"Framework for seed system analysis, vareital adoption and impacts",Innovative Seed Production Strategies,Breeding for Tomorrow,,,,,,"Framework for seed system analysis, vareital adoption and impacts"
Non PRMS 17,,,Digital seed hub for seed supply and dmeand,Innovation use,,True,No,Digital seed hub for seed supply and dmeand,Digital Innovations in Agriculture,Breeding for Tomorrow,,,,,,Digital seed hub for seed supply and dmeand
Non PRMS 18,,,New varieties,Innovation use,,True,No,New varieties,Outliers/Independent,Breeding for Tomorrow,,,,,,New varieties
Non PRMS 19,,,Building a Sustainable Cassava Seed System,Innovation use,,True,No,Building a Sustainable Cassava Seed System,Innovations in Cassava and Yam Production,Breeding for Tomorrow,1.4M,0.2M,1.0M,1.5M,1.5M,Building a Sustainable Cassava Seed System
Non PRMS 2,,,Dairy farmer advisor (DFA) - an embedded extension approach for dairy businesses,Innovation use,,True,No,Dairy farmer advisor (DFA) - an embedded extension approach for dairy businesses,Innovative Dairy Farming Solutions,Sustainable Animal and Aquatic Foods , , 30k, 60k,100K,60k,Dairy farmer advisor (DFA) - an embedded extension approach for dairy businesses
Non PRMS 20,,,Cassava rapid stem multiplication tunnel,Innovation use,,True,No,Cassava rapid stem multiplication tunnel,Innovations in Cassava and Yam Production,Breeding for Tomorrow,25000,100000,Difficult to quantify - systems operated by partners,150000,150000,Cassava rapid stem multiplication tunnel
Non PRMS 21,,,Using seedtracker to track maize seed from early generation to farmer,Innovation development,,True,No,Using seedtracker to track maize seed from early generation to farmer,Innovative Seed Production Strategies,Breeding for Tomorrow,0.2M,0.45M,0.15M,0.5,0.3,Using seedtracker to track maize seed from early generation to farmer
Non PRMS 22,,,EGS Express: A Scalable Public-Private Model to Power EGS Production,Innovation development,,True,No,EGS Express: A Scalable Public-Private Model to Power EGS Production,Innovative Seed Production Strategies,Breeding for Tomorrow,Yes - The SeedProject Pvt. Ltd,B4T,25000,100000,100000,EGS Express: A Scalable Public-Private Model to Power EGS Production
Non PRMS 23,,,SeedSphere: A Digital advanced/elite Cultivar Exchange Platform for Global Impact,Innovation development,,True,No,SeedSphere: A Digital advanced/elite Cultivar Exchange Platform for Global Impact,Digital Innovations in Agriculture,Breeding for Tomorrow,No,B4T,No,50000,50000,SeedSphere: A Digital advanced/elite Cultivar Exchange Platform for Global Impact
Non PRMS 24,,,Standardization of Field Sampling Protocols for Marker-Based Seed Certification Process,Innovation development,,True,No,Standardization of Field Sampling Protocols for Marker-Based Seed Certification Process,Standardized Crop Yield Measurement Guidelines,Breeding for Tomorrow,"University of Chicago, Tufts University",B4T,100000,100000,100000,Standardization of Field Sampling Protocols for Marker-Based Seed Certification Process
Non PRMS 25,,,Product Design Standard for the development of product concepts for CGIAR & partners,Innovation development,,True,No,Product Design Standard for the development of product concepts for CGIAR & partners,Innovative Scaling Strategies for Development,Breeding for Tomorrow,,130000,,150000,150000,Product Design Standard for the development of product concepts for CGIAR & partners
Non PRMS 26,,,Set of breakthrough Product Concepts communicated to the Product Design Teams,Innovation development,,True,No,Set of breakthrough Product Concepts communicated to the Product Design Teams,Innovative Scaling Strategies for Development,Breeding for Tomorrow,,260000,,250000,250000,Set of breakthrough Product Concepts communicated to the Product Design Teams
Non PRMS 27,,,Set of protocols for identifying future market segments for CGIAR & partners,Innovation development,,True,No,Set of protocols for identifying future market segments for CGIAR & partners,Innovative Scaling Strategies for Development,Breeding for Tomorrow,,250000,,,,Set of protocols for identifying future market segments for CGIAR & partners
Non PRMS 28,,,Set of protocols for mapping GESI elements to market segments and TPPs for CGIAR & partners,Innovation development,,True,No,Set of protocols for mapping GESI elements to market segments and TPPs for CGIAR & partners,Innovative Scaling Strategies for Development,Breeding for Tomorrow,,40000,,,,Set of protocols for mapping GESI elements to market segments and TPPs for CGIAR & partners
Non PRMS 29,,,Sociotechnical bundles for accelerating varietal turnover in an inclusive way,Innovation development,,True,No,Sociotechnical bundles for accelerating varietal turnover in an inclusive way,Climate Resilience in Rice Production,Breeding for Tomorrow,60000,60000,,250000,250000,Sociotechnical bundles for accelerating varietal turnover in an inclusive way
Non PRMS 3,,,Integrating a gender-transformative perspective into savings and internal lending communities,Innovation use,,True,No,Integrating a gender-transformative perspective into savings and internal lending communities,Empowering Women in Agrifood Systems,Sustainable Animal and Aquatic Foods ,,,,,,Integrating a gender-transformative perspective into savings and internal lending communities
Non PRMS 30,,,Africa Agriculture Adaptation Atlas,Innovation use,,True,No,Africa Agriculture Adaptation Atlas,Innovative Knowledge Management in Agriculture,Climate Action,,,,,,Africa Agriculture Adaptation Atlas
Non PRMS 31,,,GeoGoviya platform,Innovation use,,True,No,GeoGoviya platform,Digital Innovations in Agriculture,Climate Action,,,,,,GeoGoviya platform
Non PRMS 32,,,Climate risk mapping and social equity: operationalizing locally led climate adaptation,Innovation development,,True,No,Climate risk mapping and social equity: operationalizing locally led climate adaptation,Sustainable Agriculture for Smallholders,Climate Action,,,,,,Climate risk mapping and social equity: operationalizing locally led climate adaptation
Non PRMS 33,,,Climate+ and area-based yield index insurance (bundled),Innovation development,,True,No,Climate+ and area-based yield index insurance (bundled),Digital Innovations for Climate Resilience,Climate Action,,,,,,Climate+ and area-based yield index insurance (bundled)
Non PRMS 34,,,SIGNAL: System for Insights and Guidance oN Adaptation and Learning,Innovation development,,True,No,SIGNAL: System for Insights and Guidance oN Adaptation and Learning,Digital Innovations for Climate Resilience,Climate Action,,,,,,SIGNAL: System for Insights and Guidance oN Adaptation and Learning
Non PRMS 35,,,Underground transfer of floods for irrigation,Innovation use,,True,No,Underground transfer of floods for irrigation,WEFE Nexus Water Management Solutions,Policy Innovations,,,,,,Underground transfer of floods for irrigation
Non PRMS 36,,,Groundwater management information system,Innovation use,,True,No,Groundwater management information system,WEFE Nexus Water Management Solutions,Policy Innovations,,,,,,Groundwater management information system
Non PRMS 37,,,Water Productivity Atlas,Innovation use,,True,No,Water Productivity Atlas,WEFE Nexus Water Management Solutions,Policy Innovations,,,,,,Water Productivity Atlas
Non PRMS 38,,,Groundwater governance toolbox: Guidance for improving groundwater governance,Innovation use,,True,No,Groundwater governance toolbox: Guidance for improving groundwater governance,WEFE Nexus Water Management Solutions,Policy Innovations,,100000,100000,120000,150000,Groundwater governance toolbox: Guidance for improving groundwater governance
Non PRMS 39,,,Experiential learning games for water governance,Innovation use,,True,No,Experiential learning games for water governance,WEFE Nexus Water Management Solutions,Policy Innovations,75000,100000,75000,100000,100000,Experiential learning games for water governance
